WEB STD FIRMID,Survey Year,Screening Region,Industrial sector,Sector Match,Biz Size,Screener Size,Part of Large Firm,Type of Establishment,Ownership Structure,Share Largest Owner,Share Private Dom. Individ,Share Private Forgn Indvid,Share Govt,Share Others,Female member ownership,Female Member Share,Year established,Formally Registered Biz,Year Registered,Mgrs Working Expr,Female Top Mgr,Top Mgr Educ Levl,Top Mangerial Ownership,International Certification,Main Products,First Product ISIC code,Percent of sales of First Product,Percentage of Domestic Input,Percentage of Foreign Inputs,Foreign Technology Used,Product Improvement,Method Improvement,Any new service,Process Improvement,New Organizational structure,New Marketing Method,R&D expendture,Employee New Idea,Capacity Utilization,Sales,sales and service,Output,eqpt expd,Overdraft,Govt Financing,Line of Credit from Bank,Age of Firm,AgeCat Firm,Mgr wkg exp Cat,Geopolitical Zone
589119,2014,Kano,Retail,"Yes, scr",Micro <5,Micro <5,No,DOES NOT,OTHER (S,,100,0,0,0,No,,2002,No,2003,20,No,Secondary,Yes ? fu,No,sellings,5219,100,,,,No,No,Yes,No,No,Yes,No,No,,65,85,,,DON?T KN,No,No,21,< 10 Years,20 - 29 Years,NW
589122,2014,Kano,Retail,"Yes, scr",Small >=,Micro <5,No,DOES NOT,OTHER (S,100,100,0,0,0,No,,1995,No,2003,11,No,Secondary,Yes ? fu,No,sales of electrical appliances,5233,85,,,,No,No,No,No,No,No,No,Yes,,75,25,,0,No,No,No,28,< 10 Years,10 - 20 Years,NW
589129,2014,Lagos,Retail,"Yes, scr",Medium >,Medium >,Yes,DOES NOT,Shareholders,60,100,0,0,0,No,,1996,Yes,1996,,No,Graduate,Yes ? fu,No,sales of machine,5239,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,40,100,,90,DON?T KN,No,No,27,< 10 Years,,SW
589184,2014,Sokoto,Hotel & Restaurants,"Yes, scr",Medium >,Small >=,No,HQ with,Partners,100,100,0,0,0,No,,2005,Yes,2005,4,Yes,Secondary,No,No,selling food.,5520,100,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,15,10,,100,,No,No,18,< 10 Years,< 10 Years,NW
589275,2014,Enugu,Retail,"Yes, scr",Micro <5,Micro <5,Yes,DOES NOT,Shareholders,100,100,0,0,0,No,,2002,No,2008,15,No,Graduate,Yes ? fu,No,SELLS ELECTRONICS,5239,60,,,,Yes,Yes,Yes,No,No,Yes,No,No,,90,90,,0,DON?T KN,No,No,21,< 10 Years,10 - 20 Years,SE
589277,2014,Enugu,Retail,"Yes, scr",Micro <5,Small >=,Yes,DOES NOT,Shareholders,100,100,0,0,0,No,,2002,No,2006,13,No,Secondary,Yes ? fu,No,provision,5220,100,,,,No,No,No,No,No,Yes,No,Yes,,70,DON?T KN,,0,DON?T KN,No,No,21,< 10 Years,10 - 20 Years,SE
589278,2014,Enugu,Publishings,"No, does",Micro <5,Micro <5,No,DOES NOT,Shareholders,50,100,0,0,0,No,,1999,Yes,1999,3,No,Secondary,Yes ? fu,No,printing,2221,100,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,100,,,100,0,DON?T KN,,No,24,< 10 Years,< 10 Years,SE
589279,2014,Enugu,Retail,"No, does",Small >=,Small >=,No,HQ witho,Partners,80,100,0,0,0,No,,1999,No,1999,15,No,Secondary,Yes ? Pa,No,Barbers,5239,100,,,,No,No,No,No,No,No,No,No,,30,30,,0,No,No,No,24,< 10 Years,10 - 20 Years,SE
589283,2014,Enugu,Garments,"Yes, scr",Micro <5,Micro <5,No,HQ witho,Partners,50,100,0,0,0,No,,2004,Yes,2004,5,No,Secondary,Yes ? fu,No,Garment manufacturing,1810,45,50,50,No,Yes,Yes,Yes,No,No,No,No,Yes,30,,,30,0,DON?T KN,,No,19,< 10 Years,< 10 Years,SE
589335,2014,Jigawa,Food,"Yes, scr",Medium >,Medium >,No,HQ with,Shareholders,,100,0,0,0,No,,1990,Yes,1990,14,No,Secondary,No,No,production of breads,1541,DON?T KN,,,,No,No,No,No,No,No,No,Yes,,40,10,,,,Yes,No,33,30 - 49 Years,10 - 20 Years,NW
589338,2014,Jigawa,Non Metal Fabrications,"Yes, scr",Medium >,Medium >,No,HQ with,Shareholders,100,100,0,0,0,No,,1994,Yes,1994,12,No,Secondary,No,No,block 6inching,2695,50,60,40,No,No,No,Yes,Yes,Yes,Yes,No,No,20,,,20,20,,,No,29,< 10 Years,10 - 20 Years,NW
589357,2014,Kebbi,Non Metal Fabrications,"Yes, scr",Medium >,Medium >,Yes,HQ with,Partners,60,100,0,0,0,No,,1987,No,1999,17,No,Primary,Yes ? fu,No,block,2695,100,100,0,No,No,Yes,No,No,Yes,Yes,No,Yes,60,,,40,100,,,No,36,30 - 49 Years,10 - 20 Years,NW
589401,2014,Niger,'Furniture',"No, scre",Small >=,Small >=,No,HQ witho,Shareholders,100,100,0,0,0,No,,2006,Yes,2006,,No,Vocation,Yes ? fu,No,house forniture,3610,70,100,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,10,,,5,45,,,Yes,17,< 10 Years,,NC
589406,2014,Niger,Non Metal Fabrications,"Yes, scr",Medium >,Small >=,No,Establis,Limited,100,100,0,0,0,No,,2003,Yes,2003,3,No,Graduate,Yes ? fu,No,make more money in cement than blocks.,2695,50,70,30,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DON?T KN,,,5,30,,,No,20,< 10 Years,< 10 Years,NC
589430,2014,Oyo,Plastics,"Yes, scr",Medium >,Medium >,No,DOES NOT,Limited,100,100,0,0,0,No,,2007,Yes,2007,15,No,Graduate,Yes ? fu,No,we are into flexible packaging materials,2520,65,40,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,90,,,100,0,DON?T KN,,Yes,16,< 10 Years,10 - 20 Years,SW
589435,2014,Oyo,Metal Fabrications,"No, does",Large >=,Medium >,No,DOES NOT,Limited,100,100,0,0,0,No,,1995,Yes,1995,19,No,Graduate,Yes ? fu,No,we are into metal fabrication,2811,100,100,0,No,Yes,No,No,Yes,No,No,No,No,DON?T KN,,,DON?T KN,0,,,No,28,< 10 Years,10 - 20 Years,SW
589443,2014,Zamfara,Leather,"No, scre",Small >=,Small >=,No,Establis,Shareholders,100,100,0,0,0,No,,1996,Yes,1996,7,No,Secondary,Yes ? fu,No,shoe making,1920,100,100,0,No,No,No,Yes,Yes,No,Yes,No,DON?T KN,DON?T KN,,,100,,,,No,27,< 10 Years,< 10 Years,NW
589444,2014,Zamfara,Basic me,"No, scre",Small >=,Small >=,No,HQ with,Shareholders,100,100,0,0,0,No,,,No,1979,28,No,Primary,Yes ? fu,No,metal construction,2710,100,100,0,No,No,No,No,Yes,No,Yes,No,Yes,12,,,12,,,,No,,NA,20 - 29 Years,NW
589455,2014,Zamfara,Metal Fabrications,"Yes, scr",Small >=,Medium >,No,HQ witho,Limited,100,100,0,0,0,No,,2002,No,2000,12,No,Secondary,Yes ? fu,No,fabricated matels,2899,DON?T KN,DON?T KN,DON?T KN,No,No,No,No,No,No,No,No,No,DON?T KN,,,DON?T KN,,No,,No,21,< 10 Years,10 - 20 Years,NW
589468,2014,Jigawa,Retail,"Yes, scr",Small >=,Small >=,No,HQ witho,Shareholders,100,100,0,0,0,No,,2004,Yes,2004,7,No,Vocation,No,No,sells of Goods,5219,30,,,,No,No,No,No,No,No,No,No,,50,20,,0,,No,No,19,< 10 Years,< 10 Years,NW
589472,2014,Katsina,Retail,"Yes, scr",Medium >,Medium >,Yes,Establis,Partners,65,100,0,0,0,No,,2000,Yes,2000,10,No,Graduate,No,No,Building materials,5234,100,,,,No,No,No,No,No,No,No,No,,DON?T KNOW (,DON?T KN,,,,No,No,23,< 10 Years,10 - 20 Years,NW
589527,2014,Jigawa,Transportation,"Yes, scr",Medium >,Medium >,Yes,HQ with,Shareholders,,100,0,0,0,No,,2004,Yes,2004,8,No,Graduate,No,No,Transportation,6021,30,,,,No,No,No,No,No,No,No,Yes,,20,20,,,,No,No,19,< 10 Years,< 10 Years,NW
589528,2014,Jigawa,Transportation,"Yes, scr",Large >=,Medium >,Yes,HQ witho,Shareholders,100,100,0,0,0,No,,1986,Yes,1986,14,No,Graduate,No,No,Transportation,6021,30,,,,No,No,No,No,No,Yes,No,Yes,,20,10,,,,No,No,37,30 - 49 Years,10 - 20 Years,NW
589559,2014,Kwara,Transportation,"Yes, scr",Medium >,Medium >,No,HQ witho,Partners,100,100,0,0,0,No,,2007,Yes,2007,7,No,Secondary,Yes ? Pa,No,Transport service,6022,100,,,,No,No,No,No,No,No,No,No,,70,80,,,,No,Yes,16,< 10 Years,< 10 Years,NC
589603,2014,Zamfara,Transportation,"Yes, scr",Small >=,Small >=,No,HQ witho,Shareholders,100,100,0,0,0,No,,1994,Yes,1994,20,No,Primary,Yes ? fu,No,Urban Transportation,6021,70,,,,No,No,No,No,No,No,No,No,,100,0,,,No,No,No,29,< 10 Years,20 - 29 Years,NW
