UNITID,CONTROL,SAT_AVG,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTPELL,C150_4,PFTFTUG1_EF,RET_FT4,RET_PT4,C200_4_POOLED,PCTFLOAN
173452,2,1219,777,0.9215,0.0142,0.0167,0.0103,0.0013,0.0013,0.0129,0.0206,0.0013,15870,15870,14015,8839,4626,0.8478,0.2678,0.6914,0.9081,0.8093,NULL,0.7219,0.4791
173665,2,1135,2048,0.6157,0.0986,0.103,0.0884,0.002,0.0005,0.064,0.0073,0.0205,42774,42774,17383,7524,7599,0.5514,0.3713,0.6974,0.8238,0.7751,NULL,0.6416,0.6629
173902,2,1415,2079,0.5685,0.0423,0.088,0.0789,0.0029,0.001,0.0673,0.1472,0.0038,56292,56292,24617,20882,10885,0.8346,0.1785,0.9079,0.9767,0.934,NULL,0.8851,0.4609
174127,2,1134,698,0.6662,0.0487,0.0888,0.0888,0.0186,0.0043,0.0315,0.0244,0.0287,40396,40396,21244,14853,7802,0.2516,0.4062,0.6356,0.8476,0.7241,NULL,0.6396,0.8543
174437,2,1084,955,0.6838,0.0597,0.0974,0.0325,0.0052,0.0042,0.0534,0.0126,0.0513,25090,25090,12823,6082,6872,0.2603,0.3742,0.5122,0.738,0.8,NULL,0.4481,0.6407
174747,2,1213,1736,0.799,0.0265,0.0847,0.0467,0.0069,0.0006,0,0.0357,0,46460,46460,19072,12563,8603,0.8402,0.2492,0.7974,0.946,0.8513,NULL,0.8377,0.6706
174792,2,1194,1615,0.7851,0.044,0.0768,0.0378,0.0074,0.0031,0,0.0458,0,46546,46546,19247,14381,8624,0.8364,0.2202,0.7505,0.9431,0.8543,NULL,0.7703,0.6263
174817,2,1145,1448,0.7072,0.0919,0.0794,0.0331,0.0048,0.0007,0.0062,0.0311,0.0456,36670,36670,13370,7111,7035,0.2153,0.2698,0.6417,0.7016,0.8366,NULL,0.598,0.5666
174844,2,1335,3033,0.6845,0.0277,0.0706,0.0666,0,0.0003,0.0406,0.1048,0.0049,49710,49710,21007,18138,8783,0.7,0.1998,0.8628,0.9734,0.9071,NULL,0.8831,0.5036
174899,2,1185,2444,0.8273,0.0348,0.0364,0.0258,0.0119,0.0004,0.034,0.0196,0.0098,38282,38282,14695,8996,7180,0.5469,0.3103,0.693,0.5143,0.806,NULL,0.6714,0.6425
174914,2,1269,6312,0.751,0.0374,0.0616,0.0464,0.0011,0.0005,0.0345,0.0277,0.0398,45780,45780,19426,14004,10968,0.5253,0.1792,0.7613,0.8847,0.8725,NULL,0.7683,0.4905
176628,2,1085,1135,0.5313,0.222,0.1295,0.0167,0.007,0.0035,0.0264,0.0634,0,20500,20500,12856,6882,6172,0.318,0.4928,0.5495,0.5484,0.744,NULL,0.4422,0.8636
177144,2,1033,925,0.6886,0.1308,0.0714,0.0086,0.0054,0.0032,0.0465,0.0454,0,27205,27205,10644,4954,5639,0.5778,0.4299,0.5182,0.8063,0.5764,NULL,0.4743,0.803
177214,2,1210,1477,0.8125,0.0291,0.0162,0.0095,0.0102,0.0041,0.0345,0.065,0.019,29665,29665,12088,8809,7547,1,0.3017,0.582,0.8028,0.7825,NULL,0.6889,0.545
177418,2,1063,857,0.6476,0.1867,0.0315,0.0175,0.0023,0.0012,0.0373,0.0455,0.0303,27260,27260,15038,9242,7259,0.3953,0.413,0.5414,0.6301,0.6776,NULL,0.5086,0.6566
177542,2,1092,605,0.8,0.0298,0.0298,0.0066,0,0.0066,0.0099,0.0909,0.0264,23590,23590,11572,5435,5179,1,0.3461,0.408,0.5822,0.6111,NULL,0.4662,0.4944
178697,2,1164,1525,0.8643,0.0098,0.0308,0.0092,0.0059,0.0013,0.0275,0.019,0.0321,19660,19660,7392,8748,7588,0.6857,0.5463,0.7123,0.9036,0.8153,NULL,0.7109,0
179043,2,1189,1493,0.7153,0.0569,0.1119,0.0348,0.0087,0.002,0.0147,0.0114,0.0442,38760,38760,16846,8087,7279,0.5299,0.1407,0.7597,0.864,0.8284,NULL,0.7356,0.3748
179265,2,1262,326,0.6442,0.1074,0.0184,0.1595,0.0031,0.0031,0.0399,0.0153,0.0092,29596,29596,30145,17436,8450,0.7385,0.3464,0.8238,0.7826,0.8598,NULL,NULL,0.849
179955,2,1203,734,0.7752,0.0545,0.0708,0.0109,0.0027,0.0041,0.0409,0.0232,0.0177,34450,34450,11748,12443,6917,0.5785,0.2441,0.6255,0.7731,0.7844,NULL,0.6153,0.6812
180106,2,1174,1165,0.8172,0.0052,0.0369,0.0086,0.0034,0.0026,0.0258,0.0112,0.0893,36280,36280,15719,8785,6593,0.6484,0.1974,0.6349,0.886,0.7992,NULL,0.695,0.5041
180595,2,1087,840,0.6583,0.0214,0.0655,0.0036,0.0298,0.0083,0.0655,0.0333,0.1143,29552,29552,14187,10104,6512,0.9268,0.3411,0.4852,0.8305,0.6984,NULL,0.5137,0.66
180984,2,1159,1214,0.8048,0.028,0.0684,0.0066,0.0016,0.0016,0.0198,0.0214,0.0478,33490,33490,10818,5583,5230,0.9333,0.1928,0.6406,0.8635,0.8202,NULL,0.6695,0.4662
181002,2,1253,4431,0.7197,0.0246,0.0794,0.0855,0.0034,0.0032,0.0494,0.0241,0.0106,41400,41400,27743,15789,9845,0.6465,0.1354,0.8117,0.8513,0.8961,NULL,0.7591,0.4771
181127,2,1076,964,0.7407,0.0467,0.1068,0.0052,0.0021,0.001,0.0322,0.0353,0.0301,31560,31560,9153,8363,6428,1,0.3073,0.5942,0.8827,0.6616,NULL,0.5705,0.6527
181330,2,1076,1141,0.5539,0.0622,0.0964,0.0149,0.0009,0.0096,0.0272,0.0044,0.2305,34040,34040,12048,5335,6228,1,0.2708,0.4016,0.7732,0.6121,NULL,0.4848,0.5747
181446,2,1211,1825,0.8055,0.0285,0.074,0.0225,0.0022,0.0005,0.029,0.0088,0.029,35564,35564,12404,7347,6759,0.4749,0.3133,0.6464,0.8254,0.8296,NULL,0.6832,0.6623
181738,2,1087,640,0.4813,0.0938,0.2484,0.0547,0.0016,0.0078,0.0375,0.0688,0.0063,24620,24620,15781,10868,5847,0.9577,0.4056,0.4551,0.7241,0.7197,NULL,0.4866,0.7847
181853,2,1008,417,0.5348,0.1079,0.1847,0.0048,0.0096,0.0096,0,0.0959,0.0528,19310,19310,9116,6188,5283,0.5536,0.4421,0.4731,0.7012,0.646,NULL,0.5392,0.7395
182670,2,1500,4365,0.5056,0.0582,0.1052,0.148,0.0135,0.0018,0.0554,0.0981,0.0142,57638,57638,33403,28473,15758,0.8,0.165,0.9522,0.9933,0.9794,NULL,0.9697,0.2391
183239,2,1224,2030,0.8626,0.0158,0.0453,0.0118,0.0005,0.0005,0.0197,0.0049,0.0389,41800,41800,19195,13490,8943,0.7294,0.1329,0.7815,0.9604,0.8883,NULL,0.7618,0.6877
183822,2,962,1609,0.0895,0.4792,0.325,0.0199,0.0062,0.0037,0.0081,0.0224,0.046,30310,30310,17037,9632,8770,1,0.722,0.3462,0.7828,0.6394,NULL,0.3316,0.9248
184612,2,986,1818,0.2673,0.198,0.3223,0.0446,0.0022,0.005,0.0072,0.0352,0.1183,35000,35000,18783,7761,7166,0.3718,0.5696,0.4702,0.6403,0.7813,NULL,0.4707,0.7124
185572,2,1150,4429,0.7013,0.0517,0.1389,0.0266,0.0007,0.0002,0.0262,0.0104,0.044,39592,39592,23265,10987,9030,1,0.3153,0.7334,0.8141,0.8114,NULL,0.7035,0.6672
186131,2,1517,5308,0.4024,0.0789,0.1064,0.2231,0.0019,0.0011,0.0528,0.1202,0.0132,52800,52800,14876,60048,20724,0.835,0.192,0.979,0.9933,0.9768,NULL,0.9793,0.0341
186432,2,1018,2316,0.1347,0.1986,0.4896,0.0833,0.0022,0.0052,0.0117,0.0233,0.0514,38760,38760,17162,7647,8746,0.3258,0.6229,0.5947,0.7893,0.8096,NULL,0.556,0.4953
186584,2,1246,5910,0.5034,0.0765,0.1785,0.1051,0.0012,0.0008,0.0431,0.0371,0.0543,43780,43780,24238,11654,10070,0.9356,0.2666,0.728,0.8902,0.8255,NULL,0.6661,0.5138
186618,2,989,779,0.2272,0.3261,0.2721,0.0321,0.0026,0.0064,0.0103,0.0244,0.0988,34226,34226,17700,12675,7160,0.2808,0.5388,0.5323,0.5788,0.6923,NULL,0.4475,0.6113
190044,2,1258,2982,0.7901,0.0295,0.054,0.0379,0.0013,0.0003,0.0386,0.0255,0.0228,51128,51128,17647,14344,10723,0.6981,0.2329,0.7765,0.9048,0.8783,NULL,0.7308,0.6881
190099,2,1437,2964,0.6538,0.0391,0.086,0.0506,0.0007,0.0017,0.0401,0.0948,0.0331,58045,58045,45259,26215,12068,0.9574,0.122,0.9065,0.9728,0.9485,NULL,0.9101,0.2241
190248,2,996,1250,0.4696,0.1112,0.176,0.0424,0.0048,0.0008,0,0.0832,0.112,34600,34600,13357,7671,6789,1,0.3956,0.4575,0.3199,0.6395,NULL,0.5018,0.4943
190415,2,1487,14976,0.3578,0.0667,0.1388,0.1989,0.003,0.001,0.0495,0.1037,0.0805,57222,57222,28874,29893,15574,0.9074,0.1683,0.9453,0.8563,0.9748,NULL,0.9452,0.3479
190983,2,1128,778,0.7481,0.0488,0.063,0.0154,0.009,0.0026,0.0334,0.0437,0.036,35400,35400,17577,10611,5570,0.525,0.3639,0.6813,0.822,0.8058,NULL,0.6023,0.7766
191533,2,1123,1181,0.6232,0.0999,0.0694,0.0313,0.0135,0.0008,0,0.0178,0.1439,46926,46926,22272,14133,8026,1,0.3844,0.6496,0.9017,0.7396,NULL,0.5395,0.7449
191630,2,1286,2036,0.7323,0.0584,0.0634,0.0309,0.0029,0.0005,0.0221,0.0486,0.0408,57030,57030,27095,16223,9288,0.8517,0.2005,0.7712,0.9849,0.8838,NULL,0.792,0.5855
193399,2,1015,1841,0.2211,0.1809,0.4335,0.0733,0.0005,0.0005,0.0353,0.0092,0.0456,40980,40980,19184,9152,9022,0.3727,0.5086,0.4974,0.6524,0.7791,NULL,0.5527,0.7561
194824,2,1399,6203,0.4674,0.0413,0.0975,0.1532,0.0018,0.0005,0.0534,0.1596,0.0255,55378,55378,28093,17482,12961,0.8766,0.1789,0.8468,0.9391,0.9229,NULL,0.8383,0.4947
194958,2,1143,1255,0.7291,0.0892,0.0661,0.0199,0.0024,0.0024,0.043,0.047,0.0008,32494,32494,15239,9613,6652,0.9292,0.3393,0.6207,0.534,0.7939,NULL,0.6037,0.6442
195030,2,1418,6521,0.4242,0.0503,0.0719,0.1084,0.0008,0.0006,0.033,0.2682,0.0426,56030,56030,23684,32491,13047,0.9301,0.1796,0.8746,0.9357,0.9368,NULL,0.8655,0.4399
195164,2,1135,1787,0.7403,0.0582,0.0683,0.0358,0.005,0.0011,0.0213,0.0325,0.0375,35431,35431,13710,7590,6442,0.6623,0.2745,0.742,0.8849,0.8367,NULL,0.6653,0.8032
197911,2,1042,1032,0.5688,0.2171,0.0766,0.0116,0.0078,0.001,0.0339,0.0601,0.0233,31732,31732,13595,8635,5989,0.96,0.4477,0.5488,0.7595,0.6606,NULL,0.5238,0.7592
198109,2,1063,437,0.8009,0.1076,0.0412,0.0137,0.0046,0.0023,0.0275,0,0.0023,13574,13574,12691,12841,6989,0.3919,0.3184,0.52,0.1392,NULL,NULL,NULL,0.8358
198215,2,1037,1300,0.5954,0.2185,0.0823,0.0085,0.0054,0.0023,0.0377,0.0277,0.0223,30520,30520,23289,9796,6872,0.6694,0.3987,0.506,0.7808,0.7219,NULL,0.4735,0.6727
198385,2,1411,1833,0.671,0.0655,0.0797,0.0518,0.0038,0.0011,0.048,0.0709,0.0082,53166,53166,22695,20731,11174,0.9451,0.1612,0.9129,0.985,0.9495,NULL,0.921,0.2127
198419,2,1522,6546,0.4129,0.0883,0.0969,0.2101,0.0063,0.0003,0.0466,0.0964,0.0423,58031,58031,29952,68756,16863,0.9364,0.1381,0.9462,0.9763,0.9827,NULL,0.9551,0.2885
198516,2,1265,6277,0.7986,0.0545,0.0661,0.0241,0.0016,0.0002,0.0328,0.0206,0.0016,36571,36571,29999,18402,9436,0.7531,0.0902,0.8521,0.9623,0.9111,NULL,0.8318,0.2781
198561,2,1089,1996,0.6358,0.1578,0.0456,0.011,0.0055,0.0015,0.0195,0,0.1232,32240,32240,12186,8298,6882,0.9744,0.4361,0.5622,0.5932,0.7377,NULL,0.4624,0.5938
198695,2,1193,4561,0.7757,0.05,0.0607,0.0167,0.0035,0.0004,0.0496,0.0184,0.025,36268,36268,24054,10292,7792,0.9971,0.1072,0.6543,0.9615,0.8285,NULL,0.6392,0.4167
198862,2,854,1114,0.0296,0.8968,0,0.0018,0.0063,0.0072,0,0.0206,0.0377,18296,18296,12953,5598,5408,0.825,0.8433,0.238,0.8798,0.5623,NULL,0.2649,0.9063
198899,2,1051,1035,0.6425,0.1749,0.0715,0.0068,0.0116,0.001,0.0415,0.0435,0.0068,34118,34118,11048,9499,5265,0.9904,0.607,0.3022,0.8179,0.6288,NULL,0.3328,0.8193
198950,2,1111,1495,0.6742,0.0863,0.0957,0.0361,0.004,0.0013,0.0368,0.0134,0.0522,38620,38620,20265,12462,7608,0.9937,0.3231,0.6578,0.8762,0.813,NULL,0.6212,0.6163
199272,2,1039,839,0.5316,0.2372,0.124,0.0203,0.0083,0.0012,0.0465,0.0036,0.0274,31700,31700,15503,4408,5730,0.3611,0.4769,0.4226,0.6514,0.6557,NULL,0.413,0.7813
199306,2,1029,897,0.6031,0.2274,0.1048,0.0078,0.0089,0.0033,0.0312,0.0123,0.0011,31060,31060,12638,9965,6645,1,0.5767,0.4416,0.7882,0.5882,NULL,0.4036,0.8633
199962,2,1044,2760,0.537,0.1993,0.0217,0.0214,0.0018,0.0011,0.0808,0.0428,0.0942,35290,35290,12371,8314,7814,1,0.4076,0.5016,0.9272,0.6811,NULL,0.5423,0.5759
200156,2,1103,901,0.7248,0.0655,0.0966,0.0078,0.0011,0.0044,0.0311,0.0666,0.0022,22428,22428,10646,10364,6624,1,0.3134,0.451,0.8339,0.7159,NULL,0.523,0.6979
201104,2,1104,2973,0.7403,0.1026,0.0353,0.0091,0.004,0.0024,0.0249,0.0232,0.0582,21980,21980,12408,6634,7288,0.3376,0.2661,0.6453,0.7263,0.7521,NULL,0.6107,0.6057
201195,2,1175,2925,0.786,0.0834,0.0578,0.014,0.0031,0.0007,0.0482,0.0058,0.001,33530,33530,16350,12727,8041,0.565,0.3254,0.6522,0.7865,0.808,NULL,0.6786,0.798
201548,2,1146,2438,0.7551,0.0886,0.041,0.0197,0.0021,0.0008,0.0595,0.016,0.0172,36872,36872,13997,10451,8389,0.4236,0.2903,0.6186,0.8774,0.7761,NULL,0.5939,0.8424
201645,2,1436,5269,0.447,0.0455,0.0886,0.2148,0.0023,0.0006,0.0531,0.1368,0.0112,50924,50924,27364,31082,12116,0.7662,0.1331,0.8438,0.9597,0.9325,NULL,0.8318,0.5358
202046,2,1145,636,0.684,0.0975,0.0755,0.0314,0.0031,0.0016,0.0566,0.0503,0,43305,43305,22889,12928,6158,0.425,0.4239,0.5956,0.8516,0.7943,NULL,0.6179,0.7418
202170,2,1087,1048,0.6765,0.0849,0.0668,0.0239,0,0.0019,0.0649,0.0563,0.0248,36750,36750,20614,12057,5670,0.3113,0.406,0.6538,0.7749,0.7686,NULL,0.6206,0.718
202763,2,1165,2277,0.7813,0.0369,0.0338,0.0149,0.0022,0.0004,0.0233,0.0558,0.0514,35410,35410,15109,10025,7428,0.5778,0.1868,0.65,0.8857,0.7625,NULL,0.6281,0.4873
203085,2,1078,1042,0.8071,0.0893,0.0403,0.0048,0.001,0.001,0.0374,0.0067,0.0125,31700,31700,12506,9788,6572,0.6415,0.3957,0.5086,0.9197,0.7173,NULL,0.4927,0.8304
203128,2,1075,896,0.5848,0.1853,0.0603,0.0156,0.0045,0.0022,0.0368,0.0123,0.0982,37710,37710,15451,9538,6179,1,0.3802,0.5401,0.8078,0.6781,NULL,0.5866,0.5281
204185,2,1127,1987,0.7896,0.0755,0.0398,0.0075,0.0025,0.001,0.0433,0.0191,0.0216,31700,31700,14326,9698,7338,0.9867,0.3029,0.6558,0.9235,0.7212,NULL,0.6058,0.8017
204468,2,1000,1333,0.5251,0.3203,0.0518,0.0068,0.0008,0.0023,0.0338,0.0173,0.042,30160,30160,12139,4123,5206,0.9322,0.3997,0.3746,0.8077,0.596,NULL,0.3813,0.6607
204501,2,1393,2846,0.6061,0.0545,0.0843,0.0439,0,0.0004,0.0787,0.1226,0.0095,56822,56822,27544,27684,9997,0.9263,0.0916,0.8643,0.9756,0.9142,NULL,0.8649,0.3494
206349,2,1044,633,0.6019,0.2291,0.0158,0.0253,0,0.0032,0.0537,0.03,0.0411,33440,33440,16657,12010,6193,0.3275,0.4628,0.5294,0.5935,0.75,NULL,0.525,0.8352
206817,2,875,275,0.0982,0.0945,0.0218,0.0145,0.6473,0.0182,0.0145,0.0145,0.0764,14700,14700,7679,5118,4461,1,0.6208,0.1561,0.6033,0.6154,NULL,0.124,0.6431
207324,2,1170,1710,0.7304,0.0713,0.0731,0.0257,0.0181,0.0012,0.0772,0,0.0029,23850,23850,11659,7850,6858,0.525,0.2539,0.5541,0.9975,0.7093,NULL,0.5195,0.5237
207403,2,1139,1693,0.6869,0.0602,0.0284,0.0059,0.0473,0.0012,0.1282,0.0295,0.0124,30044,30044,12230,7816,6882,0.7325,0.3738,0.5546,0.8602,0.6831,NULL,0.577,0.5175
209056,2,1326,1901,0.6512,0.0284,0.1289,0.0437,0.0037,0.0053,0.0747,0.0431,0.021,52780,52780,25074,15924,10123,0.5154,0.196,0.7696,0.9185,0.8594,NULL,0.796,0.6422
209409,2,1070,559,0.6905,0.0483,0.0465,0.0286,0.0233,0.0143,0.1073,0.0215,0.0197,31410,31410,13048,5937,5482,1,0.3929,0.5244,0.6647,0.7,NULL,0.5114,0.6189
209612,2,1156,1768,0.4864,0.017,0.1555,0.1171,0.0068,0.0164,0.1278,0.0136,0.0594,46402,46402,23803,11389,8367,0.6108,0.2999,0.6874,0.7136,0.8052,NULL,0.6156,0.8358
210331,2,1128,933,0.7117,0.0236,0.0322,0.0257,0.0129,0.0129,0.074,0.0364,0.0707,33040,33040,12539,3581,6572,0.391,0.3206,0.6577,0.7153,0.8107,NULL,0.5318,0.6088
210492,2,1021,283,0.5583,0.1625,0.0459,0.0247,0.0071,0.0035,0.0071,0.0459,0.1449,24471,24471,13107,12538,8321,0.4713,0.3979,0.5823,0.798,0.8939,NULL,0.5354,0.6332
211291,2,1355,3608,0.7442,0.0341,0.0651,0.0496,0.0006,0.0003,0.0416,0.0632,0.0014,58196,58196,36458,23205,11421,0.9607,0.1087,0.9003,0.9747,0.9239,NULL,0.8976,0.3264
211440,2,1513,6535,0.2611,0.0372,0.091,0.3278,0.0002,0.0003,0.0416,0.1767,0.0641,57119,57119,34063,28167,12296,0.9161,0.1445,0.9049,0.9647,0.9732,NULL,0.9095,0.3811
211468,2,1073,1200,0.6,0.0858,0.1425,0.0275,0.0008,0.0008,0.0225,0.0683,0.0517,40374,40374,19194,10580,7942,0.3805,0.4067,0.5106,0.6699,0.7536,NULL,0.5384,0.7921
211981,2,1077,1769,0.6834,0.0859,0.0757,0.0136,0.0045,0.0017,0.022,0.0017,0.1114,40620,40620,17256,9067,8638,0.3831,0.3234,0.6048,0.702,0.7223,NULL,0.5689,0.7795
212805,2,1259,2187,0.92,0.0069,0.0114,0.0187,0.0009,0.0005,0.0311,0.0078,0.0027,18470,18470,17959,13958,NULL,NULL,0,0.8514,0.9515,0.8979,NULL,0.8232,0
212832,2,1022,1836,0.622,0.2064,0.055,0.0643,0.0076,0.0027,0.0114,0.0022,0.0283,34580,34580,17610,11872,7226,0.1954,0.2969,0.5972,0.5494,0.7824,NULL,0.5363,0.6622
213358,2,1008,1220,0.6082,0.1016,0.0467,0.0098,0.0008,0.0008,0.0287,0.15,0.0533,29464,29464,15018,7175,7234,0.3631,0.3646,0.5459,0.5423,0.7333,NULL,0.5234,0.6106
213507,2,1165,1672,0.8373,0.0275,0.058,0.0233,0.0006,0.0006,0.0293,0.0144,0.009,44910,44910,18457,12659,7672,0.4826,0.2589,0.7786,0.9282,0.7415,NULL,0.7519,0.7109
213543,2,1380,5164,0.6195,0.0428,0.0935,0.0771,0.0008,0.001,0.036,0.0926,0.0368,55240,55240,30594,24995,13763,0.8392,0.1593,0.8981,0.9798,0.9349,NULL,0.8814,0.381
213668,2,1126,1124,0.5916,0.1352,0.1299,0.0125,0.0018,0.0009,0.0383,0.0507,0.0391,41851,41851,9930,12276,7752,0.8167,0.437,0.6715,0.9524,0.7671,NULL,0.6991,0.789
214148,2,1186,387,0.5995,0.1395,0.0724,0.0465,0,0.0078,0.0827,0.0103,0.0413,43082,43082,28237,13741,6267,0.188,0.4194,0.7162,0.75,0.7245,NULL,0.5625,0.8871
214272,2,1002,1793,0.5555,0.2817,0.0574,0.0156,0.0017,0.0006,0.0312,0.01,0.0463,32960,32960,21484,7498,7017,0.4034,0.3913,0.518,0.7894,0.7553,NULL,0.5639,0.7305
215691,2,1049,492,0.3679,0.3841,0.1016,0.0203,0.002,0.0061,0.0407,0.0102,0.0671,20500,20500,11979,4348,5313,0.3153,0.3619,0.4911,0.669,0.7363,NULL,0.561,0.6503
215743,2,1142,1647,0.8172,0.0662,0.0176,0.0255,0.003,0.0024,0.0194,0.0164,0.0322,38170,38170,15038,9280,7145,1,0.2307,0.7323,0.7676,0.8546,NULL,0.6588,0.5442
215798,2,1143,1506,0.826,0.0564,0.0485,0.01,0.0013,0.0013,0.0219,0.008,0.0266,36510,36510,14083,9931,7666,0.9741,0.2649,0.6949,0.9018,0.8106,NULL,0.7177,0.6903
216287,2,1469,1584,0.3744,0.077,0.1282,0.1572,0.0038,0.0013,0.0745,0.1433,0.0404,54656,54656,29770,37534,13598,0.8902,0.2046,0.9407,0.9499,0.9783,NULL,0.9444,0.1536
216357,2,1017,694,0.7291,0.1556,0.0317,0.0173,0.0058,0.0014,0.0403,0,0.0187,32596,32596,13550,11267,6771,0.6706,0.4555,0.5347,0.9251,0.6314,NULL,0.4557,0.8019
216524,2,1257,1455,0.7258,0.0777,0.0811,0.0412,0.0007,0.0007,0.033,0.0096,0.0302,53610,53610,18968,14821,9063,0.7542,0.2237,0.8141,0.9473,0.8677,NULL,0.7742,0.6627
216694,2,1053,1270,0.8543,0.0323,0.0323,0.0087,0.0008,0.0016,0.0331,0.0031,0.0339,25570,25570,12153,9775,6959,0.3767,0.3602,0.6609,0.9103,0.7508,NULL,0.6352,0.8263
216807,2,1097,1119,0.7364,0.0563,0.017,0.0036,0.008,0.0045,0.008,0.0027,0.1635,37300,37300,11022,9755,6885,0.6444,0.3381,0.7,0.9394,0.7845,NULL,0.7064,0.7671
216852,2,1127,3054,0.7236,0.1202,0.0537,0.0327,0.001,0.0003,0.0318,0.0147,0.0219,47328,47328,20333,11431,9151,0.4081,0.209,0.6525,0.8366,0.8177,NULL,0.5723,0.6502
217013,2,1055,827,0.7449,0.0665,0.0641,0.0085,0.0024,0.0012,0.0206,0.0339,0.058,25300,25300,10848,5686,6869,1,0.3161,0.6429,0.8148,0.672,NULL,0.5732,0.6609
217156,2,1511,6834,0.4277,0.0677,0.1111,0.1668,0.0035,0.0018,0.0607,0.1144,0.0462,58404,58404,39378,34216,15039,0.9028,0.1311,0.9564,0.9464,0.9794,NULL,0.9623,0.1293
217873,2,942,1946,0.0123,0.9132,0.0134,0.0051,0.0139,0.0021,0,0.0308,0.0092,17192,17192,12119,8337,7176,0.6497,0.7115,0.513,0.83,0.6958,NULL,0.5632,0.8514
217925,2,1056,712,0.5295,0.2205,0.0688,0.0084,0.0042,0.0028,0.0056,0.0421,0.118,24000,24000,11708,7735,4894,0.8837,0.4092,0.5146,0.6377,0.6852,NULL,0.6973,0.5706
218070,2,1356,2671,0.7911,0.0618,0.0524,0.0255,0.0022,0.0007,0.0311,0.0247,0.0105,50844,50844,23156,22149,9788,0.806,0.1351,0.8252,0.9586,0.8948,NULL,0.8219,0.3139
218414,2,992,1262,0.5071,0.3074,0.0246,0.0055,0.004,0.0016,0.0325,0.0563,0.061,27400,27400,11114,6472,5741,1,0.4941,0.5359,0.7572,0.6684,NULL,0.4895,0.9108
219000,2,1248,1765,0.8482,0.0232,0.0312,0.0159,0.0079,0.0006,0.0159,0.0555,0.0017,33960,33960,14005,12559,7020,0.7872,0.1869,0.7104,0.8921,0.8176,NULL,0.7136,0.5971
219091,2,1092,719,0.8428,0.0139,0.0723,0.0083,0.0181,0.0014,0.0278,0.0153,0,28750,28750,11610,6259,6005,0.5761,0.3392,0.5361,0.7181,0.6529,NULL,0.4867,0.8794
219295,2,1045,555,0.6955,0.0973,0.0757,0.0144,0.0198,0.0036,0.0324,0.0396,0.0216,21375,21375,15107,6663,5110,0.6102,0.4155,0.3411,0.5227,0.4948,NULL,0.3408,0.8411
220215,2,1196,1348,0.8731,0.0408,0.0037,0.0052,0.0089,0.0015,0.0111,0.0104,0.0453,22950,22950,8858,6951,6913,0.9528,0.2775,0.5775,0.7823,0.8312,NULL,0.569,0.4845
220516,2,1122,1561,0.8174,0.0621,0.0211,0.0102,0.007,0.0032,0.0077,0.0282,0.0429,30616,30616,10293,4992,5125,0.5882,0.4914,0.5882,0.3988,0.6489,NULL,0.5,0.6656
221351,2,1352,1941,0.6569,0.0969,0.0654,0.0649,0.0015,0.001,0.052,0.0536,0.0077,49198,49198,18583,15726,8634,0.8225,0.1285,0.7978,0.97,0.9227,NULL,0.8156,0.3197
221731,2,1111,1035,0.7121,0.1072,0.0464,0.0087,0.0019,0.001,0.0242,0.0599,0.0386,25150,25150,10252,7111,5140,0.9589,0.4492,0.4146,0.464,0.6968,NULL,0.441,0.6092
221892,2,1156,2238,0.6068,0.1247,0.1005,0.0147,0.0036,0.0004,0.0286,0.067,0.0536,26098,26098,12862,6632,6786,1,0.3643,0.5633,0.6458,0.7619,NULL,0.5282,0.5145
221971,2,1235,2036,0.7348,0.1729,0.0196,0.0201,0.0133,0.001,0,0.0211,0.0172,33750,33750,14559,11697,7361,0.6311,0.3132,0.6821,0.4856,0.8378,NULL,0.6895,0.8054
222983,2,1233,1293,0.4741,0.1021,0.2428,0.1268,0.0031,0.0031,0.0309,0.0116,0.0054,41155,41155,14066,13311,7578,1,0.3367,0.7225,0.9287,0.7816,NULL,0.6997,0.5427
224323,2,1262,1469,0.5916,0.0191,0.2451,0.0654,0.0027,0.0007,0.03,0.0313,0.0143,42680,42680,19038,11982,7981,0.6234,0.261,0.7143,0.8967,0.8537,NULL,0.6836,0.4847
227757,2,1520,3978,0.3172,0.0737,0.1619,0.265,0.001,0.0015,0.0463,0.1199,0.0136,49112,49112,25936,43903,16579,0.8311,0.1548,0.9261,0.9581,0.9769,NULL,0.9277,0.1295
228042,2,1025,1168,0.4846,0.0402,0.4272,0.0128,0.0034,0.0009,0.0223,0.0086,0,30470,30470,12095,7853,6594,0.5344,0.3723,0.4515,0.7943,0.6435,NULL,0.4716,0.6566
228468,2,1008,660,0.2303,0.1227,0.453,0.0485,0.003,0.0106,0.0455,0.0606,0.0258,22188,22188,14404,9273,6522,1,0.4916,0.3976,0.6903,0.6772,NULL,0.4095,0.5947
228981,2,1081,1407,0.4577,0.0938,0.4009,0.0078,0.0021,0.0007,0.0171,0.0057,0.0142,30860,30860,10057,9076,7274,0.6454,0.3643,0.5549,0.8747,0.7308,NULL,0.5258,0.6244
