UNITID,CONTROL,SAT_AVG,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTPELL,C150_4,PFTFTUG1_EF,RET_FT4,RET_PT4,C200_4_POOLED,PCTFLOAN
100937,2,1230,1205,0.7867,0.1386,0.0266,0.0216,0.0025,0,0.0091,0.0149,0,18238,18238,10449,11077,6294,0.6839,0.2357,0.691,0.8535,0.7988,NULL,0.6791,0.4666
101435,2,1076,1007,0.6832,0.1897,0.0497,0.007,0.007,0,0.0427,0,0.0209,27400,27400,12259,6551,6678,0.464,0.445,0.4942,0.8,0.6169,NULL,0.3879,0.7225
106342,2,1165,650,0.5462,0.0938,0.0631,0.0462,0.0277,0,0,0.0138,0.2092,29140,29140,9987,13087,6577,1,0.4137,0.538,0.7489,0.6791,NULL,0.4504,0.6122
107080,2,1324,1104,0.6078,0.0697,0.0661,0.0317,0,0,0.0335,0.0172,0.1739,47600,47600,11188,14011,7474,1,0.2978,0.7074,0.966,0.8867,NULL,0.7255,0.4825
111966,2,889,183,0.0437,0.388,0.3169,0.1093,0,0,0.0601,0.0219,0.0601,13972,13972,32813,27401,8456,0.2727,0.5276,0.75,0.1774,0.7037,NULL,0.5,0.681
137962,2,939,211,0.4502,0.2275,0.1848,0.0237,0.0095,0,0,0.0142,0.09,16300,16300,10828,5250,4222,0.6071,0.5756,0.087,0.4583,0.5484,NULL,0.3571,0.6878
139144,2,1245,1918,0.7805,0.0709,0.0678,0.0219,0.0036,0,0.0396,0.0104,0.0052,37246,37246,14855,15076,8463,0.7907,0.2402,0.6945,0.9428,0.833,NULL,0.6487,0.501
140234,2,1079,865,0.711,0.2185,0.0208,0.0116,0.0058,0,0.022,0.0081,0.0023,31540,31540,15347,12095,6607,1,0.4299,0.4082,0.7911,0.6967,NULL,0.4375,0.7491
140696,2,1206,1350,0.4385,0.2415,0.1259,0.0452,0.0081,0,0.0074,0.0911,0.0422,39580,39580,13122,5869,6811,1,0.3861,0.4821,0.8639,0.797,NULL,0.4737,0.7563
141060,2,1167,2118,0.0014,0.974,0,0.0005,0.0142,0,0.0024,0.0076,0,29972,29972,18822,14699,8685,0.6778,0.4556,0.7509,0.9231,0.8827,NULL,0.7681,0.7577
142090,2,1053,94,0.8298,0.0319,0.0426,0.0426,0.0106,0,0,0.0319,0.0106,12920,12920,12647,12433,4623,0.875,0.5273,0.4894,0.5556,0.7,NULL,0.4545,0.3727
146825,2,1023,588,0.7075,0.1071,0.0578,0.0051,0.0085,0,0.0289,0.0017,0.0833,28540,28540,11369,9662,5965,0.625,0.5009,0.4667,0.5817,0.7218,NULL,0.3488,0.8324
147129,2,1017,675,0.7911,0.12,0.0267,0.0267,0.0074,0,0.0207,0,0.0074,17560,17560,21044,11248,6852,0.5119,0.5167,0.2857,0.061,0.5,NULL,0.44,0.869
147341,2,1099,900,0.6733,0.0922,0.1011,0.0089,0.0022,0,0.0289,0.0344,0.0589,38990,38990,12028,15889,6812,0.7838,0.3665,0.6179,0.8819,0.7942,NULL,0.5793,0.7177
148405,2,1069,943,0.5483,0.1029,0.1909,0.0276,0.0032,0,0.0329,0.087,0.0074,32100,32100,14938,6139,5726,0.3541,0.4708,0.4112,0.632,0.6582,NULL,0.457,0.7042
149639,2,1034,74,0.4865,0.1081,0.2973,0.027,0,0,0.0676,0.0135,0,29070,29070,19710,6349,5077,0.2553,0.2818,0.6667,0.7826,0.9231,NULL,0.6727,0.5909
150048,2,951,344,0.6076,0.2384,0.1076,0.0029,0,0,0.0349,0.0087,0,18600,18600,14374,6642,4615,0.5128,0.5181,NULL,0.6244,NULL,NULL,NULL,0.6867
150400,2,1253,1944,0.6389,0.0571,0.0952,0.0345,0.0015,0,0.0273,0.1353,0.0103,51146,51146,18154,20827,9375,0.8817,0.1967,0.8424,0.9792,0.8582,NULL,0.8356,0.4114
150455,2,1246,919,0.5092,0.074,0.0783,0.0348,0,0,0.0511,0.2307,0.0218,47380,47380,10598,25592,6438,0.9091,0.2702,0.6403,0.9503,0.797,NULL,0.7041,0.4803
150604,2,1082,891,0.8721,0.0348,0.0393,0.0079,0.0034,0,0.0303,0.0045,0.0079,32970,32970,13314,9915,6659,0.7544,0.3721,0.6544,0.9375,0.7361,NULL,0.643,0.7233
152497,2,910,143,0.8601,0.021,0.0699,0,0.014,0,0.035,0,0,19948,19948,5457,14085,NULL,NULL,0.4127,NULL,1,NULL,NULL,NULL,0.7698
152567,2,1170,2120,0.8042,0.0425,0.05,0.017,0.0024,0,0.0316,0.0396,0.0127,32810,32810,13331,7657,7426,0.4444,0.1487,0.6334,0.8918,0.7551,NULL,0.5564,0.3542
152673,2,1232,866,0.7564,0.045,0.0947,0.0092,0,0,0.0335,0.0462,0.015,44720,44720,14477,17559,8663,0.932,0.2902,0.7386,0.9745,0.9051,NULL,0.749,0.6746
153001,2,1108,1414,0.7263,0.0248,0.0757,0.0071,0.0064,0,0.0212,0.0071,0.1315,35194,35194,12842,7838,6543,0.3647,0.4898,0.6022,0.5707,0.7015,NULL,0.5663,0.7671
153250,2,1202,1313,0.8195,0.0122,0.0297,0.0091,0.0046,0,0.0099,0.0876,0.0274,31770,31770,14122,9966,6509,0.6377,0.2395,0.7526,0.9439,0.8055,NULL,0.669,0.5386
153302,2,1126,203,0.7488,0.0443,0.069,0.0394,0.0197,0,0.0296,0.0296,0.0197,18950,18950,8886,6567,4543,0.6757,0.458,0.6667,0.8387,0.766,NULL,0.4687,0.3908
153384,2,1457,1697,0.5056,0.046,0.0796,0.076,0,0,0.0442,0.2039,0.0448,54354,54354,20425,28485,11518,0.8162,0.1981,0.8865,0.9957,0.9417,NULL,0.8737,0.3945
154101,2,1185,1038,0.8343,0.0154,0.0511,0.0106,0.001,0,0.0222,0.0308,0.0347,32300,32300,11524,9132,6804,0.9885,0.2656,0.6761,0.8746,0.7638,NULL,0.6622,0.6123
155496,2,1050,171,0.8246,0.076,0.0643,0.0058,0,0,0.0292,0,0,16850,16850,12496,4540,5405,0.3939,0.3982,0.587,0.7,0.6143,NULL,0.4865,0.6372
156541,2,1077,3335,0.1403,0.0072,0.0042,0.0015,0.0009,0,0.0015,0.0051,0.8393,9875,9875,9694,2445,5600,0.2922,0.3777,0.4406,0.7858,0.6895,NULL,0.4308,0.428
156745,2,1187,945,0.7439,0.1005,0.0508,0.0053,0.0011,0,0.0519,0.0201,0.0265,39810,39810,10034,6708,6348,0.6054,0.3663,0.4504,0.892,0.7099,NULL,0.5551,0.6847
157030,2,1058,64,0.875,0.0469,0.0469,0,0,0,0,0.0313,0,9610,9610,8583,3464,1002,NULL,0.5211,0.4211,0.5833,0.6364,NULL,0.3929,0.4366
157076,2,1141,835,0.6934,0.1234,0.0311,0.012,0.0036,0,0.012,0.0084,0.1162,27200,27200,12103,4908,5407,0.5165,0.4831,0.454,0.7896,0.6867,NULL,0.3564,0.6265
157100,2,1004,539,0.666,0.1763,0.0575,0.0019,0.0056,0,0.026,0.039,0.0278,20596,20596,9063,4880,4806,0.3187,0.4281,0.3488,0.8669,0.5,NULL,0.309,0.6066
157818,2,1259,946,0.7907,0.055,0.0381,0.0233,0.0021,0,0.0465,0,0.0444,40210,40210,14697,9651,7612,0.7798,0.2543,0.699,0.9437,0.8221,NULL,0.7569,0.5968
158477,2,1207,543,0.6372,0.1694,0.1123,0.0258,0.0018,0,0.0405,0.0092,0.0037,37310,37310,11624,11470,7240,0.7,0.346,0.5906,0.8687,0.6982,NULL,0.4815,0.6377
161022,2,970,183,0.8525,0.0383,0.0055,0.0164,0,0,0.0273,0,0.0601,13855,13855,13052,7675,6312,0.3226,0.4689,0.5,0.099,NULL,NULL,NULL,0.9266
163295,2,1230,1740,0.3592,0.0764,0.0983,0.0971,0,0,0.0621,0.277,0.0299,50330,50330,30700,16754,8886,1,0.2065,0.7225,0.8541,0.8821,NULL,0.7356,0.4209
163976,2,1327,494,0.6255,0.0142,0.0587,0.0405,0,0,0.0547,0.2024,0.004,35635,35635,16207,15744,9531,0.8906,0.2173,0.6887,0.8881,0.8595,NULL,0.7173,0.4789
167783,2,1206,1735,0.6173,0.0646,0.079,0.1095,0,0,0.0484,0.0524,0.0288,42070,42070,27951,20549,8182,0.2462,0.2704,0.8077,0.8048,0.8295,NULL,0.7472,0.6396
168218,2,1452,2391,0.3655,0.0665,0.1309,0.2304,0.0008,0,0.0711,0.1309,0.0038,56052,56052,22103,34065,12410,0.7628,0.2127,0.9122,0.973,0.9735,NULL,0.9087,0.2403
168546,2,1118,1451,0.5899,0.1606,0.1206,0.0179,0.0028,0,0.0345,0.0159,0.0579,48275,48275,12409,13272,7545,0.7419,0.422,0.7023,0.8153,0.7967,NULL,0.6519,0.668
168591,2,1131,1412,0.7925,0.0269,0.0496,0.0135,0.005,0,0.039,0.022,0.0517,41398,41398,13437,10555,7401,0.6733,0.3133,0.6684,0.8951,0.7723,NULL,0.6777,0.7348
170286,2,1403,1452,0,0,0,0,0,0,0,0,1,28368,28368,9575,29736,7132,0.9928,0,0.8551,0.929,0.9617,NULL,0.8463,0
170301,2,1238,2966,0.8206,0.0246,0.0759,0.0212,0.0003,0,0.032,0.0219,0.0034,35330,35330,20233,12259,8548,0.6838,0.1829,0.8054,0.9489,0.9085,NULL,0.8065,0.5218
173258,2,1457,2065,0.5777,0.0484,0.0833,0.091,0.001,0,0.0731,0.109,0.0165,57111,57111,33509,31859,12514,0.8587,0.1378,0.9184,0.9831,0.949,NULL,0.9367,0.433
175980,2,1173,770,0.6039,0.239,0.0455,0.0312,0.0078,0,0,0.0506,0.0221,41314,41314,11875,13559,7904,0.7611,0.2907,0.7151,0.9227,0.75,NULL,0.6919,0.609
176406,2,969,703,0.0014,0.9758,0.0028,0,0,0,0,0.0199,0,10861,10861,7038,4884,4755,0.7407,0.9077,0.5033,0.6831,0.7303,NULL,0.4701,0.77
176479,2,1170,2063,0.6282,0.2618,0.0218,0.0087,0.0029,0,0,0.0582,0.0184,12750,12750,14201,9310,6471,0.5618,0.4112,0.4699,0.3608,1,NULL,0.5419,0.4617
176947,2,1099,1144,0.674,0.1049,0.0927,0.0096,0.0026,0,0.035,0.0629,0.0184,25070,25070,18439,13097,6388,1,0.4617,0.4742,0.7756,0.6887,NULL,0.494,0.743
177083,2,995,43,0.7442,0,0.186,0.0465,0,0,0.0233,0,0,22873,22873,23707,9066,4666,NULL,0.2656,0.5789,0.3636,0.75,NULL,0.5,0.1719
178059,2,1137,4351,0.6794,0.1177,0.0581,0.0306,0.0044,0,0.0393,0.0359,0.0347,28470,28470,12453,5790,8655,0.1846,0.3029,0.7143,0.42,0.8303,NULL,0.747,0.7863
179256,2,865,79,0.5949,0.3165,0,0.0127,0,0,0.0759,0,0,13680,13680,7649,13110,3490,0.1667,0.4222,0.4,0.4286,0.3333,NULL,0.2857,0.5556
179548,2,1132,480,0.6854,0.1313,0.0479,0.0063,0.0063,0,0.0854,0.0063,0.0313,22700,22700,14684,13461,6464,0.6212,0.5248,0.4643,0.6379,0.6325,NULL,0.5439,0.8789
179946,2,1132,650,0.7831,0.0862,0.0262,0.0231,0.0246,0,0,0.0092,0.0477,29490,29490,10236,7736,6254,0.5955,0.3461,0.5946,0.776,0.7746,NULL,0.6579,0.8468
183275,2,1440,88,0.7955,0,0.0341,0,0.0227,0,0.0114,0.0455,0.0909,21600,21600,8569,8520,5063,0.5,0.3889,0.6429,0.75,0.9583,NULL,0.6923,0.6444
186867,2,1429,3641,0.6163,0.0236,0.1181,0.1719,0.0008,0,0,0.0272,0.042,54014,54014,26806,12504,15318,1,0.1682,0.8473,0.9768,0.9394,NULL,0.8335,0.5981
188526,2,1242,788,0.5431,0.0635,0.0723,0.1777,0.0025,0,0.0305,0.0571,0.0533,36745,36745,25921,13690,9338,0.776,0.2701,0.7037,0.7034,0.7173,NULL,0.5385,0.7497
188641,2,1076,1668,0.5833,0.1301,0.0905,0.0174,0.0012,0,0.0264,0.0713,0.0797,34770,34770,7875,9745,6677,0.8037,0.4165,0.5738,0.7869,0.7277,NULL,0.5696,0.7211
190372,2,1430,844,0.3152,0.0462,0.1209,0.2393,0,0,0.0403,0.1623,0.0758,46700,46700,12643,28221,12829,0.2455,0.2515,0.914,0.9519,0.912,NULL,0.8859,0.1708
191515,2,1462,1998,0.6411,0.038,0.0956,0.0691,0.0005,0,0.047,0.0671,0.0415,56530,56530,35115,29438,11804,0.8674,0.1606,0.9328,0.9713,0.9439,NULL,0.9293,0.3451
192040,2,1420,143,0.7552,0,0.0769,0,0.007,0,0,0.021,0.1399,59112,59112,8213,22065,11531,0.5,0.0612,0.9091,0.9268,0.9677,NULL,0.7954,0.2177
193353,2,1072,1870,0.5701,0.0759,0.177,0.0209,0.0043,0,0.0134,0.0032,0.1353,32772,32772,18117,8682,8877,0.3591,0.3282,0.625,0.6829,0.7964,NULL,0.5397,0.8424
195216,2,1281,2360,0.7703,0.039,0.0525,0.0165,0.0021,0,0.0169,0.0953,0.0072,56765,56765,24310,17530,9947,0.7671,0.2061,0.841,0.9618,0.9047,NULL,0.8484,0.5555
195304,2,1344,1364,0.61,0.0418,0.0909,0.0462,0.0007,0,0.0506,0.1136,0.0462,57520,57520,29989,22311,10153,0.3467,0.1589,0.7799,0.9321,0.8306,NULL,0.8104,0.5021
195526,2,1330,2649,0.618,0.051,0.0944,0.0566,0,0,0.0525,0.1065,0.0211,56322,56322,35303,22608,10114,0.8147,0.1516,0.8848,0.9594,0.9143,NULL,0.8854,0.2894
195720,2,1166,2639,0.8412,0.0405,0.0531,0.0311,0.003,0,0.0178,0.0015,0.0117,35150,35150,21538,11572,9415,1,0.2917,0.7543,0.8255,0.8752,NULL,0.7257,0.7204
196866,2,1333,2161,0.6839,0.0375,0.0893,0.056,0.0005,0,0.0329,0.0986,0.0014,57324,57324,33534,23786,11549,0.852,0.1288,0.8229,0.97,0.9335,NULL,0.8656,0.4599
197133,2,1452,2421,0.5506,0.0372,0.1107,0.1185,0.0004,0,0.0892,0.09,0.0033,58770,58770,36485,34685,12358,0.8297,0.2296,0.9109,0.9843,0.9606,NULL,0.9116,0.4137
197221,2,1465,102,0.8039,0,0.0392,0.0784,0,0,0.0784,0,0,51690,51690,55,24985,10047,0.5625,0.0288,0.8077,0.9286,0.96,NULL,0.8,0.1442
197230,2,1084,413,0.6126,0.1283,0.1646,0.0194,0.0073,0,0.0315,0.0169,0.0194,30900,30900,12276,9987,6638,0.717,0.5117,0.5528,0.9041,0.7075,NULL,0.5116,0.8535
197984,2,1112,1436,0.6107,0.1337,0.0153,0.0181,0.0097,0,0.0021,0.0258,0.1845,18500,18500,10175,5437,5127,0.619,0.3233,0.4456,0.8088,0.6199,NULL,0.4406,0.5925
198303,2,882,1259,0.1739,0.6521,0.027,0.0016,0.0095,0,0.0167,0.0318,0.0874,25480,25480,10478,5618,7014,1,0.7504,0.2722,0.8584,0.5556,NULL,0.2509,0.8845
198598,2,1000,756,0.4921,0.2791,0.0423,0.0053,0.0026,0,0.0622,0,0.1164,18500,18500,11362,7010,6175,1,0.4317,0.325,0.7269,0.65,NULL,0.3605,0.6849
198871,2,880,556,0.2176,0.6745,0.0288,0.0054,0.0108,0,0.054,0,0.009,19120,19120,11892,3929,4639,0.6735,0.7828,NULL,0.733,NULL,NULL,NULL,0.9697
199582,2,847,899,0.0044,0.931,0.0044,0.0022,0,0,0,0.0356,0.0222,17890,17890,14194,9905,5894,0.561,0.7699,0.1641,0.8307,0.5687,NULL,0.2738,0.838
199698,2,994,724,0.2997,0.1892,0.0401,0.011,0.0235,0,0.0318,0.1188,0.2859,27846,27846,10510,5901,4984,0.6338,0.3779,0.3876,0.6181,0.492,NULL,0.3347,0.5603
199865,2,1198,688,0.7587,0.0567,0.0858,0.0073,0.0102,0,0.0509,0.0218,0.0087,37364,37364,14667,12575,5773,0.5752,0.414,0.4318,0.8453,0.6175,NULL,0.5269,0.5875
201061,2,958,212,0.6934,0.1557,0.0613,0.0094,0,0,0.0566,0.0047,0.0189,34335,34335,18417,6342,4840,0.1875,0.5625,0.4815,0.7732,0.619,NULL,0.5431,0.849
202514,2,1008,505,0.6653,0.1762,0.095,0.0079,0.0119,0,0.0356,0.0079,0,33260,33260,14658,9165,5971,0.5132,0.497,0.3458,0.8108,0.4586,NULL,0.4116,0.8603
202523,2,1328,2262,0.6176,0.0619,0.0827,0.038,0.0004,0,0.0349,0.1415,0.023,53830,53830,20239,19348,9441,1,0.2051,0.8227,0.969,0.8976,NULL,0.8373,0.3985
202912,2,1105,343,0.8076,0.1283,0.0117,0.0146,0,0,0.0262,0,0.0117,15470,15470,15251,17999,7284,1,0.3841,0.5385,0.082,NULL,NULL,NULL,0.6691
203535,2,1388,1734,0.7059,0.0317,0.0692,0.0358,0,0,0.0473,0.0928,0.0173,58570,58570,32132,24415,8996,0.9427,0.1023,0.9061,0.9799,0.8903,NULL,0.9052,0.2792
203845,2,1134,1067,0.7798,0.0403,0.0262,0.0028,0.0047,0,0.0366,0.074,0.0356,36040,36040,14441,16888,7512,1,0.253,0.5818,0.9158,0.7925,NULL,0.6061,0.612
204264,2,1058,1505,0.8166,0.0485,0.0259,0.0106,0.0027,0,0.0292,0.0226,0.0439,28878,28878,11377,9750,7602,1,0.3733,0.5274,0.7414,0.7236,NULL,0.5163,0.7843
206437,2,1128,1752,0.5411,0.0656,0.0365,0.008,0.0017,0,0.0274,0.0611,0.2586,31045,31045,12993,7878,6070,0.9932,0.2975,0.6524,0.8174,0.7528,NULL,0.6065,0.6596
206507,2,1063,1226,0.7537,0.1036,0.0228,0.0073,0.0049,0,0.0416,0.0171,0.0489,26775,26775,10717,5529,5519,0.6226,0.4175,0.5511,0.793,0.6519,NULL,0.5674,0.7675
206525,2,1158,1525,0.777,0.0938,0.0387,0.0098,0.0013,0,0.0557,0.0105,0.0131,40280,40280,13541,10582,7317,0.6719,0.2908,0.6296,0.9101,0.701,NULL,0.6754,0.7541
206589,2,1282,1942,0.605,0.086,0.0602,0.0355,0.001,0,0.0407,0.1622,0.0093,52000,52000,18483,16189,8274,0.8185,0.1909,0.7732,0.9837,0.8612,NULL,0.7669,0.4818
207458,2,1223,1583,0.6355,0.0562,0.1131,0.0208,0.0272,0,0.096,0.0486,0.0025,32594,32594,17358,14115,7199,0.5973,0.2213,0.6441,0.6701,0.8311,NULL,0.6157,0.4956
209922,2,1433,1429,0.5829,0.0147,0.098,0.0763,0.0014,0,0.0938,0.112,0.021,58440,58440,35179,25248,10827,0.9672,0.1295,0.7571,0.9657,0.9063,NULL,0.8027,0.3871
210775,2,1044,2092,0.6807,0.1185,0.1176,0.0163,0.0029,0,0.033,0.0067,0.0244,36350,36350,18535,7286,7584,1,0.3921,0.6272,0.8712,0.7212,NULL,0.5707,0.821
211431,2,1072,1288,0.6918,0.1778,0.0225,0.0318,0.0008,0,0.0404,0.0031,0.0318,30528,30528,19723,8898,7340,1,0.4576,0.5743,0.4122,0.7773,NULL,0.576,0.7959
212911,2,1468,1308,0.5283,0.0596,0.0894,0.1177,0.0008,0,0.0657,0.1139,0.0245,56952,56952,30916,27765,10275,0.9116,0.1595,0.8963,0.9654,0.9636,NULL,0.916,0.1779
213385,2,1363,2641,0.6524,0.0538,0.0738,0.0432,0,0,0.0318,0.0962,0.0488,55752,55752,32329,22451,12315,0.845,0.109,0.8787,0.9749,0.9441,NULL,0.898,0.2513
213996,2,1213,2579,0.8061,0.0295,0.0562,0.0248,0.0012,0,0.0357,0.0427,0.0039,36120,36120,17519,11439,8532,0.5646,0.2074,0.7929,0.8834,0.8887,NULL,0.7843,0.6547
214175,2,1270,2231,0.7373,0.0426,0.0923,0.035,0.0009,0,0.0215,0.026,0.0444,54600,54600,24039,17606,8871,0.5877,0.1684,0.8428,0.9357,0.896,NULL,0.8491,0.4752
215114,2,1120,842,0.7043,0.0891,0.0368,0.0321,0,0,0.0665,0.0475,0.0238,28918,28918,9031,6421,6253,0.3077,0.413,0.5971,0.8125,0.8383,NULL,0.5935,0.6818
215594,2,1066,330,0.8121,0.0333,0.0879,0.0212,0.003,0,0.0152,0,0.0273,10635,10635,12804,24900,NULL,NULL,0.3951,NULL,0.9,NULL,NULL,NULL,0.7872
217305,2,1059,2326,0.1285,0.0107,0.0959,0.0047,0,0,0.0267,0.0142,0.7193,30840,30840,17599,11756,6866,0.3885,0.4888,0.5101,0.7516,NULL,NULL,NULL,0.7542
217493,2,1349,2009,0.2718,0.0423,0.0876,0.1862,0.0015,0,0.0592,0.3245,0.0269,52860,52860,41127,18491,10494,0.4252,0.1645,0.8901,0.8989,0.9239,NULL,0.9169,0.344
218539,2,1124,1026,0.693,0.1618,0.0536,0.0117,0.001,0,0.0439,0.0312,0.0039,39460,39460,16624,12678,8241,1,0.2917,0.7109,0.9,0.7581,NULL,0.6626,0.5019
218821,2,933,932,0.4753,0.383,0.0901,0.0064,0.0011,0,0.0386,0.0054,0,17310,17310,9046,4165,5593,0.6341,0.5984,0.3978,0.9112,NULL,NULL,NULL,0.6835
218973,2,1290,1719,0.8005,0.0838,0.0442,0.0192,0.0012,0,0.0291,0.0198,0.0023,45710,45710,16938,12799,8304,0.8757,0.1621,0.8495,0.9673,0.9161,NULL,0.8066,0.416
219949,2,1061,1919,0.6175,0.112,0.0521,0.0125,0.0089,0,0.0021,0.0302,0.1647,24000,24000,7714,3676,5874,0.5102,0.3421,0.434,0.8282,0.6043,NULL,0.5282,0.3684
220464,2,1035,164,0.8476,0.1098,0.0244,0.0122,0.0061,0,0,0,0,11158,11158,12245,2727,5550,NULL,0.3452,NULL,0.1964,NULL,NULL,NULL,0.4048
220710,2,1181,1073,0.7596,0.0997,0.0606,0.0084,0.0047,0,0.0336,0.0177,0.0158,35578,35578,11108,7825,5568,1,0.3883,0.51,0.793,0.773,NULL,0.5684,0.7426
221519,2,1278,1669,0.8238,0.0407,0.0527,0.0132,0.0006,0,0.0318,0.0371,0,46472,46472,24929,19830,9486,0.8496,0.1561,0.791,0.9669,0.8784,NULL,0.8007,0.3057
224244,2,917,193,0.4197,0.2487,0.1554,0.0207,0.0104,0,0.1244,0.0052,0.0155,19086,19086,14876,6938,4619,0.3529,0.5519,0.093,0.4474,0.449,NULL,0.2935,0.783
230959,2,1460,2555,0.6235,0.0384,0.1018,0.0716,0.0008,0,0.0497,0.1002,0.0141,56216,56216,45001,26971,11784,0.8629,0.1564,0.9275,0.9902,0.9443,NULL,0.9423,0.2317
231554,2,996,829,0.5983,0.1653,0.0688,0.0012,0.0024,0,0.0265,0.0398,0.0977,27036,27036,11825,4447,5369,0.4273,0.5085,0.3417,0.4773,0.5288,NULL,0.2623,0.7383
232256,2,1185,993,0.8489,0.0514,0.0453,0.007,0.003,0,0.0292,0.003,0.0121,46890,46890,18992,14799,8395,0.9115,0.1623,0.6759,0.9661,0.7918,NULL,0.6482,0.5578
234207,2,1453,1843,0.7933,0.0304,0.0553,0.0364,0,0,0.0396,0.0396,0.0054,54830,54830,29691,37654,10192,0.806,0.1066,0.9438,0.9893,0.9768,NULL,0.918,0.2231
237136,2,1061,189,0.7302,0.0212,0.0159,0.0212,0.0106,0,0,0.0476,0.1534,15162,15162,6462,3936,2884,0.4667,0.4138,0.65,0.7551,0.7368,NULL,0.4512,0.2222
237640,2,1048,280,0.6071,0.05,0.0357,0.0036,0.0071,0,0.0214,0.1786,0.0964,21900,21900,8268,4243,4550,0.2167,0.3347,0.3708,0.6346,0.5443,NULL,0.3112,0.5073
238078,2,1037,526,0.6407,0.1692,0.0133,0.0114,0.0171,0,0.0057,0,0.1426,29290,29290,14101,7463,6762,0.2426,0.3508,0.5336,0.3659,0.4586,NULL,0.6089,0.6818
239318,2,1293,2551,0.6927,0.0216,0.0753,0.0517,0.002,0,0.0321,0.0572,0.0674,42162,42162,15827,11496,9166,0.5793,0.2727,0.6468,0.816,0.8507,NULL,0.6758,0.6891
239743,2,992,272,0.5331,0.2022,0.1434,0.0404,0.0037,0,0.0404,0.0368,0,29600,29600,12169,12537,5538,0.25,0.4624,0.4,0.7634,0.52,NULL,0.5172,0.5376
240338,2,1187,988,0.8249,0.0466,0.0739,0.0132,0.004,0,0.0294,0.0061,0.002,30850,30850,12022,8731,6874,0.8987,0.306,0.5852,0.8353,0.7637,NULL,0.6483,0.7392
245652,2,1352,317,0.5804,0.0032,0.0978,0.0189,0,0,0.0726,0.2082,0.0189,35755,35755,11637,16224,9106,0.7451,0.6625,0.6081,0.8409,0.7887,NULL,0.5819,0.2938
262165,2,1063,0,0,0,0,0,0,0,0,0,0,8586,8586,,,NULL,NULL,0,0.1111,NULL,NULL,NULL,NULL,0
417734,2,1120,151,0.9139,0.0464,0.0066,0.0066,0.0066,0,0.0199,0,0,12177,12177,14585,10589,6372,0.7576,0.4743,1,0.1139,NULL,NULL,NULL,0.7543
441982,2,1522,347,0.4697,0.0259,0.1182,0.1556,0,0,0.0922,0.0778,0.0605,55500,55500,16433,33966,12247,0.85,0.1,0.9634,0.977,0.9881,NULL,0.8896,0.2615
446048,2,1155,1093,0.6295,0.0467,0.1391,0.0284,0.0037,0,0,0.0393,0.1134,21854,21854,7292,9470,7630,1,0.2438,0.5754,0.7731,0.7372,NULL,0.592,0.5198
449764,2,980,225,0.6133,0.2,0.1422,0.0133,0,0,0.0267,0.0044,0,20250,20250,15840,8390,4136,0.3182,0.4518,0.4333,0.084,1,NULL,0.3333,0.6627
459417,2,975,93,0.7957,0.0215,0.0968,0.0323,0,0,0.0538,0,0,15900,15900,13645,3930,4608,NULL,0.44,0.9375,0.6111,0.7222,NULL,NULL,0.744
487092,2,1442,981,0.3038,0.0724,0.107,0.2895,0,0,0.0377,0.1825,0.0071,53804,53804,27501,11005,8754,0.9126,0.2064,NULL,1,NULL,NULL,NULL,0.3384
488305,2,1180,102,0.6275,0.1078,0.1275,0.0098,0,0,0.0196,0.049,0.0588,9980,9980,8856,5906,2939,0.2143,0.5044,NULL,0.525,NULL,NULL,NULL,0.5221
155140,1,942,785,0,0,0,0,1,0,0,0,0,480,480,358,9251,6215,NULL,0.6958,0.4621,0.7295,NULL,NULL,NULL,0
161299,1,1115,991,0.8446,0.0182,0.0343,0.0141,0.005,0,0,0.005,0.0787,13792,27820,20270,11061,12242,0.729,0.2727,0.7059,0.9066,0.8045,NULL,0.6747,0.7794
166692,1,1100,1654,0.847,0.0121,0.0411,0.0127,0.0018,0,0.0266,0.006,0.0526,10018,25752,11721,9687,8928,0.5867,0.1703,0.7629,0.912,0.8672,NULL,0.764,0.7607
183071,1,1105,708,0.6893,0.0254,0.072,0.0636,0,0,0.024,0.0028,0.1229,15685,32195,12012,11166,9815,0.3964,0.3205,0.4773,0.3767,0.6912,NULL,0.5357,0.5062
196291,1,1184,1510,0.6722,0.0503,0.1675,0.0437,0.0007,0,0.0238,0.0132,0.0285,8508,18418,8653,12134,7639,0.6917,0.2238,0.7515,0.837,0.7825,NULL,0.6067,0.4981
215266,1,1068,1296,0.6721,0.1427,0.0671,0.0309,0.0039,0,0.0401,0.0154,0.0278,14158,25626,9882,8608,7545,0.7778,0.4223,0.3995,0.8692,0.6813,NULL,0.4419,0.765
215309,1,910,135,0.8667,0.1037,0.0148,0,0.0074,0,0.0074,0,0,12006,21946,10475,13030,6913,0.7333,0.5733,NULL,0.7436,NULL,NULL,NULL,0.8489
218681,1,901,564,0.4592,0.3121,0.0603,0,0.0018,0,0.0195,0.0266,0.1206,7558,18238,2208,5331,5751,0.4237,0.4207,NULL,0.8308,NULL,NULL,NULL,0.3732
